metadata_id,source_row_number,序号,标识号,角色,角色别名,角色类型,一级行当,二级行当,来源剧目,来源剧目别名,来源剧目出处,表演者,语种,关联角色,谱式,绘法,图案,主色,主色寓意,眉形,眼型,额头型,鼻型,嘴型,绘法说明,性格特征,历史演变,图像格式,图像宽度,图像高度,图像大小,图像水平分辨率,图像垂直分辨率,图像位深度,图像创建日期,角色简介,来源剧目简介,表演者简介,流派,参考资料
001,2,1,,郑伦,,神怪类,净,武净,青龙关,,封神演义,通用,中文,陈奇,三块瓦脸,勾脸,,绿色,,,,蝙蝠形,哭鼻窝,虎嘴,,,,jpg,287,350,34,96,96,24,2020.1.5,,,,,
002,3,2,,后羿,,神怪类,净,武净,嫦娥奔月,,淮南子,李寿山,中文,玉兔,三块瓦脸,勾脸,,红色,,刀眉,直眼窝,点形,卷鼻窝,,,,,jpg,328,400,39,96,96,24,2020.1.5,,,李寿山（1866年04月21日-1932年10月07日），京剧净角。名镜林，字仲华，小名七儿。因其身材高大，人称大李七。出身于三庆班，与武净钱金福为师兄弟。初工花旦、昆旦，又改老生，后归武净兼架子花，文武皆能昆乱不挡。1900年，与朱文英同被选入升平署，进宫承差艺名李七儿。1906年应富连成之聘，入社执教。早年曾搭长春班，晚年在梅兰芳京剧团。,,
003,4,3,,陈奇,,神怪类,净,副净,青龙关,,封神演义,通用,中文,郑伦,碎脸,勾脸,,红色,,,,如意钩形,碎鼻窝,火盆嘴,,,,jpg,328,400,40.6,96,96,24,2020.1.5,,,,,
004,5,4,,土行孙,,神怪类,净,武净,攻潼关,氤氲阵,封神演义,通用,中文,姜尚,象形脸,勾脸,,黄色,,,,,碎鼻窝,虎嘴,,,,jpg,409,499,46,96,96,24,2020.1.5,,,,,
005,6,5,,闻仲,闻太师,将官类,净,正净,大回朝,太师回朝,封神演义,裘桂仙,中文,纣王,六分脸,勾脸,,红色,,点眉,,眼形,白鼻窝,,,,,jpg,412,502,28.1,96,96,24,2020.1.5,,,,,
006,7,6,,姜尚,姜子牙、姜太公,将官类,净,副净,渭水河,文王访贤、八百八年,史记·齐太公世家,郝寿臣,中文,姬昌,整脸,揉脸,,红色,,老眉,,点形,灰鼻窝,,,,,jpg,412,502,38.4,96,96,24,2020.1.5,,,郝寿臣（1886年-1961年），著名京剧表演艺术家、教育家，工架子花脸。原籍河北香河，幼年随父迁京，从师吕福善、唐永常、朱子久、阎宝恒等学艺。郝寿臣融金秀山铜锤与黄润甫架子两家艺术于一炉，唱念上自成一格，创成被誉为“架子花脸铜锤唱”的郝派艺术。他以气魄取胜，唱念韵味浑厚，工架凝练，表演浑然一体。他艺术态度严谨，善于刻画人物，数十年艺术生涯中，在220余个剧目中扮演过160多个主要和次要角色。与侯喜瑞、金少山并称“净行三杰”。,,
007,8,7,,崇侯虎,,将官类,净,武净,进妲己,反冀州、献妲己,封神演义,通用,中文,崇黑虎,花三块瓦脸,勾脸,,白色,,,大奸眼窝,随意形,尖鼻窝,,,,,jpg,412,502,37.2,96,96,24,2020.1.5,,,,,
008,9,8,,崇黑虎,,将官类,净,武净,进妲己,反冀州、献妲己,封神演义,通用,中文,崇侯虎,三块瓦脸,勾脸,,粉红色,,,老眼窝,随意形,卷鼻窝,,,,,jpg,412,502,31.3,96,96,24,2020.1.5,,,,,
009,10,9,,姬僚,,将官类,净,正净,鱼肠剑,鱼藏剑,东周列国志,金少山,中文,专诸,三块瓦脸,勾脸,,黄色,,奸眉,老眼窝,随意形,圆鼻窝,,,,,jpg,412,502,29.5,96,96,24,2020.1.5,,,金少山（1890年-1948年8月13日），一说作仲义，又名少山。满族，北京人，京剧净行演员，京剧名净金秀山三子。幼年从父学艺，工铜锤花脸，兼宗何桂山。同时，他从韩乐卿习练武功把子，后拜德珺如为师学架子花脸戏。由于金少山学艺众多，天赋优厚，声音洪亮，在方方面面皆都具备，其艺术风格已经不仅限于父亲金秀山的“金派”范围。他通过发挥自身条件，将净角艺术提高到一个新的高度，形成了自己的流派“新金派”。,,
010,11,10,,米南凹,米南适,将官类,净,武净,文昭关,一夜白须,东周列国志,通用,中文,伍子胥,三块瓦脸,勾脸,,黑色、白色,,随意眉,奸眼窝,,尖鼻窝,,,,,jpg,412,502,34.8,96,96,24,2020.1.5,,,,,
011,12,11,,李刚,,将官类,净,武净,庆阳图,李刚反朝、黑逼宫、斩李广,东周列国志,钱金福,中文,李虎,十字门脸,勾脸,,黑色,,钩眉,环眼窝,立柱纹,卷鼻窝,,,,,jpg,412,502,30.5,96,96,24,2020.1.5,,,,,
012,13,12,,廉颇,信平君,将官类,净,正净,将相和,廉颇负荆、争功请罪,东周列国志,袁世海,中文,胡伤,三块瓦脸,勾脸,,粉色,,柳叶眉,老眼窝,锥形,满鼻窝,,,,,jpg,412,502,29.3,96,96,24,2020.1.5,,,,,
013,14,13,,伊立,,将官类,净,副净,黄金台,田单救主、搜府盘关、乐毅伐齐,新灌园,郝寿臣,中文,田单,太监脸,勾脸,,油白色,,柳叶眉,尖眼窝,点形,,撇嘴,,飞扬跋扈,,jpg,412,502,30.6,96,96,24,2020.1.5,,,郝寿臣（1886年-1961年），著名京剧表演艺术家、教育家，工架子花脸。原籍河北香河，幼年随父迁京，从师吕福善、唐永常、朱子久、阎宝恒等学艺。郝寿臣融金秀山铜锤与黄润甫架子两家艺术于一炉，唱念上自成一格，创成被誉为“架子花脸铜锤唱”的郝派艺术。他以气魄取胜，唱念韵味浑厚，工架凝练，表演浑然一体。他艺术态度严谨，善于刻画人物，数十年艺术生涯中，在220余个剧目中扮演过160多个主要和次要角色。与侯喜瑞、金少山并称“净行三杰”。,,
014,15,14,,胡伤,胡阳,将官类,净,副净,将相和,廉颇负荆、争功请罪,东周列国志,郭元汾,中文,廉颇,花三块瓦脸,勾脸,,白色,,,直眼窝,线形,卷鼻窝,,,,,jpg,412,502,32.4,96,96,24,2020.1.5,,,郭元汾（？-1962年），京剧净角，京剧演员郭春山先生的长子。在入富连成科班后主攻铜锤花脸。郭元汾在唱法上不尚雕饰，吐字行腔遵循传统，追求严谨朴拙的风格，极少个人的发挥创造。他的唱功可称是黄钟大吕，声震屋瓦，他的做功边式好看，细腻传神，是位不可多得的全才净角。解放后调入北京，编入解放军总政治部文工团京剧团，后并入中国京剧院，列为四团。1958年郭元汾随四团支援宁夏，成立宁夏回族自治区京剧团。,,
015,16,15,,荆轲,,将官类,净,副净,荆轲传,荆轲刺秦,史记·刺客列传,郝寿臣,中文,嬴政,三块瓦脸,勾脸,,白色,,柳叶眉,直眼窝,匕首形,满鼻窝,,,,,jpg,412,502,29.6,96,96,24,2020.1.5,,,郝寿臣（1886年-1961年），著名京剧表演艺术家、教育家，工架子花脸。原籍河北香河，幼年随父迁京，从师吕福善、唐永常、朱子久、阎宝恒等学艺。郝寿臣融金秀山铜锤与黄润甫架子两家艺术于一炉，唱念上自成一格，创成被誉为“架子花脸铜锤唱”的郝派艺术。他以气魄取胜，唱念韵味浑厚，工架凝练，表演浑然一体。他艺术态度严谨，善于刻画人物，数十年艺术生涯中，在220余个剧目中扮演过160多个主要和次要角色。与侯喜瑞、金少山并称“净行三杰”。,,
016,17,16,,赵高,,将官类,净,副净,宇宙锋,金殿装疯、一口剑、六义图,史记·秦始皇本记,袁世海,中文,周缺,整脸,抹脸,,白色,,本眉,奸眼窝,,灰鼻窝,,,,,jpg,412,502,28.4,96,96,24,2020.1.5,,,,,
017,18,17,,牛邈,,将官类,净,武净,闹昆阳,飞叉阵、马援归汉,聚兽牌传奇,杨小楼,中文,马援,花三块瓦脸,勾脸,,绿色,,,花眼窝,胆形,碎鼻窝,,,,,jpg,367,450,31.3,96,96,24,2020.1.5,,,杨小楼（1878年-1938年），名三元，安徽怀宁人，京剧武生演员，有“武生宗师”的盛誉。自幼入小荣椿社学艺，工武生。十七岁出科后，拜俞菊笙为师，又得谭鑫培等名家指点。杨小楼嗓音清脆洪亮，唱念均遵“奎派”风范，咬字清楚真切，间有京音，行腔朴直无华。在艺术上继承家学，同时博采众长，逐渐形成独树一帜的“杨派”。武打步法准确灵敏，无空招废式，贴切地表现人物的性格，着力体现意境，追求神似，也即“武戏文唱”的杨派特点。,,
018,19,18,,姚刚,,将官类,净,正净,黄一刀,恶虎庄、姚刚发配,东汉演义,郝寿臣,中文,黄飞刚,十字门脸,勾脸,,黑色,,锯齿眉,环眼窝,立柱纹,卷鼻窝,虎嘴,,,,jpg,365,450,24.1,96,96,24,2020.1.5,,,郝寿臣（1886年-1961年），著名京剧表演艺术家、教育家，工架子花脸。原籍河北香河，幼年随父迁京，从师吕福善、唐永常、朱子久、阎宝恒等学艺。郝寿臣融金秀山铜锤与黄润甫架子两家艺术于一炉，唱念上自成一格，创成被誉为“架子花脸铜锤唱”的郝派艺术。他以气魄取胜，唱念韵味浑厚，工架凝练，表演浑然一体。他艺术态度严谨，善于刻画人物，数十年艺术生涯中，在220余个剧目中扮演过160多个主要和次要角色。与侯喜瑞、金少山并称“净行三杰”。,,
019,20,19,,苏献,,将官类,净,武净,取洛阳,光武兴、岑马争功,东汉演义,郭元汾,中文,马武,六分脸,勾脸,,粉色,,钩眉,老眼窝,,卷鼻窝,,,,,jpg,368,450,22.9,96,96,24,2020.1.5,,,郭元汾（？-1962年），京剧净角，京剧演员郭春山先生的长子。在入富连成科班后主攻铜锤花脸。郭元汾在唱法上不尚雕饰，吐字行腔遵循传统，追求严谨朴拙的风格，极少个人的发挥创造。他的唱功可称是黄钟大吕，声震屋瓦，他的做功边式好看，细腻传神，是位不可多得的全才净角。解放后调入北京，编入解放军总政治部文工团京剧团，后并入中国京剧院，列为四团。1958年郭元汾随四团支援宁夏，成立宁夏回族自治区京剧团。,,
020,21,20,,马武,,将官类,净,副净,取洛阳,光武兴、岑马争功,东汉演义,侯喜瑞,中文,苏献,碎脸,勾脸,,蓝色,,狼牙眉,花眼窝,胆形,碎鼻窝,,,,,jpg,363,450,25.3,96,96,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
021,22,21,,张飞,张翼德,将官类,净,副净,长坂坡,单骑救主、子龙救主、当阳桥,三国演义,郝寿臣,中文,赵云,十字门脸,勾脸,,黑色,,环眉,环眼窝,立柱纹,笑鼻窝,,,,,jpg,369,450,22.5,96,96,24,2020.1.5,,,郝寿臣（1886年-1961年），著名京剧表演艺术家、教育家，工架子花脸。原籍河北香河，幼年随父迁京，从师吕福善、唐永常、朱子久、阎宝恒等学艺。郝寿臣融金秀山铜锤与黄润甫架子两家艺术于一炉，唱念上自成一格，创成被誉为“架子花脸铜锤唱”的郝派艺术。他以气魄取胜，唱念韵味浑厚，工架凝练，表演浑然一体。他艺术态度严谨，善于刻画人物，数十年艺术生涯中，在220余个剧目中扮演过160多个主要和次要角色。与侯喜瑞、金少山并称“净行三杰”。,,
022,23,22,,关羽,关云长、美髯公、关公,将官类,生,红生,战长沙,,三国演义,李万春,中文,魏延,整脸,揉脸,,红色,,卧蚕眉,丹凤眼窝,如意钩形,满鼻窝,,,,,jpg,361,450,21.5,96,96,24,2020.1.5,,,李万春（1911-1985），满洲正黄旗人，工老生、武生，著名京剧表演艺术家、戏曲艺术教育家。父亲李永利是著名武花脸演员，母亲李砚秀是京剧旦角演员。李万春自幼随父练功学戏。他除了接受家传外，其父广请名师授艺，先后受教于徐德增、于德智、崔凤鸣、项鼎新等老师，为他唱念功夫的发展起到了颇重要的奠基作用。李氏一家来到北京之后，余叔岩收李万春为义子，他边演出边广收博取，受到马连良、尚小云等名家的指导，文戏投师余叔岩，武戏投师杨小楼，两位大师认真传艺，宠爱极致，均收认他为螟蛉义子。,,
023,24,23,,庞统,庞士元、凤雏,将官类,净,副净,柴桑口,孔明吊孝、卧龙吊孝,三国演义,侯喜瑞,中文,诸葛亮,三块瓦脸,勾脸,,红色,,直眉,直眼窝,太极形,满鼻窝,,,,,jpg,368,450,21.6,96,96,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
024,25,24,,周仓,,将官类,净,武净,单刀会,临江亭,三国演义,钱金福,中文,关羽,元宝脸,勾脸,,灰色,,柳叶眉,环眼窝,淡青色脑门,碎鼻窝,,,,,jpg,364,450,25.5,96,96,24,2020.1.5,,,,,
025,26,25,,夏侯惇,夏侯元让,将官类,净,武净,战宛城,盗双戟、割发代首、张绣刺婶,三国演义,范宝亭,中文,赵云,三块瓦脸,勾脸,,蓝色,,刀眉,直眼窝,锥形,笑鼻窝,,,,,jpg,369,450,22.9,96,96,24,2020.1.5,,,范宝亭（1887年-1944年2月7日），北京人，著名京剧武净。科班出身，自幼坐科福寿班，和许德义同门。任荣春社教师、中华戏曲专科学校净行教师。范宝亭戏路极广，能演长靠戏、短打戏，经常参加名演员创演的新戏。范宝亭的跌打翻扑的特技功夫是无人与之匹敌的。他演戏不但应付自如，还发扬了他的革新精神。范宝亭有很多弟子，最知名的是刘奎官，厉慧良、景荣庆等也曾受教于他。,,
026,27,26,,夏侯渊,夏侯妙才,将官类,净,武净,定军山,一战成功、老将得胜、取东川,三国演义,钱金福,中文,夏侯德,十字门脸,勾脸,,,,螳螂眉,垂眼窝,立柱纹,卷鼻窝,,,,,jpg,375,450,23,96,96,24,2020.1.5,,,,,
027,28,27,,许褚,虎候、许仲康,将官类,净,武净,战宛城,盗双戟、割发代首、张绣刺婶,三国演义,钱金福,中文,曹操,碎脸,勾脸,,黑色,,,,随意形,碎鼻窝,,,,,jpg,361,450,25.6,96,96,24,2020.1.5,,,,,
028,29,28,,曹洪,,将官类,净,武净,战宛城,盗双戟、割发代首、张绣刺婶,三国演义,侯喜瑞,中文,曹操,花三块瓦脸,勾脸,,红色,,,,如意钩形,碎鼻窝,,,,,jpg,360,450,25.8,96,96,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
029,30,29,,张郃,张儁乂,将官类,净,武净,长坂坡,单骑救主、子龙救主、当阳桥,三国演义,侯喜瑞,中文,赵云,三块瓦脸,勾脸,,紫红色,,钩眉,直眼窝,随意形,尖鼻窝,,,,,jpg,369,450,24.4,96,96,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
030,31,30,,徐晃,徐公明,将官类,净,武净,阳平关,子龙护忠,三国演义,侯喜瑞,中文,曹操,花三块瓦脸,勾脸,,白色,,刀眉,老眼窝,胆形,卷鼻窝,,,,,jpg,369,450,18.4,96,96,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
031,32,31,,孟坦,,将官类,净,武净,过五关,辞曹斩将、过关斩将,三国演义,通用,中文,关羽,三块瓦脸,勾脸,,紫红色,,,,随意形,碎鼻窝,,,,,jpg,364,450,25,96,96,24,2020.1.5,,,,,
032,33,32,,蔡阳,,将官类,净,武净,古城会,,三国演义,通用,中文,关羽,三块瓦脸,勾脸,,白色,,刀眉,老眼窝,胆形,尖鼻窝,,,,,jpg,373,450,18.6,96,96,24,2020.1.5,,,,,
033,34,33,,黄盖,黄公覆,将官类,净,副净,群英会,草船借箭、蒋干中计,三国演义,裘盛戎,中文,蒋干,六分脸,勾脸,,红色,,老眉,,立柱纹,,,,,,jpg,407,512,20.7,96,96,24,2020.1.5,,,,,
