metadata_id,source_row_number,序号,标识号,角色,角色别名,角色类型,一级行当,二级行当,来源剧目,来源剧目别名,来源剧目出处,表演者,语种,关联角色,谱式,绘法,图案,主色,主色寓意,眉形,眼型,额头型,鼻型,嘴型,绘法说明,性格特征,历史演变,图像格式,图像宽度,图像高度,图像大小,图像水平分辨率,图像垂直分辨率,图像位深度,图像创建日期,角色简介,来源剧目简介,表演者简介,流派,参考资料
153,154,153,,周通,小霸王,英雄类,净,武净,花田错,花田八错、花轿娶和尚,水浒传,侯喜瑞,中文,卞机,碎脸,勾脸,,黑色,,钩眉,花眼窝,王字形,碎鼻窝,虎嘴,,,,jpg,412,502,56.8,150,150,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
154,155,154,,关胜,大刀,英雄类,净,武净,收关胜,请关胜、战泊口、大兴梁山,水浒传,钱金福,中文,呼延灼,三块瓦脸,勾脸,,红色,,刀眉,尖眼窝,,卷鼻窝,,,,,jpg,412,502,46,150,150,24,2020.1.5,,,,,
155,156,155,,汤隆,金钱豹子,英雄类,净,武净,雁翎甲,时迁盗甲,水浒传,通用,中文,时迁,碎脸,勾脸,,黄色,,钩眉,大奸眼窝,钱形,碎鼻窝,,,,,jpg,412,502,61.2,150,150,24,2020.1.5,,,,,
156,157,156,,杨林,,英雄类,净,武净,石秀探庄,探庄射灯,水浒传,通用,中文,栾廷玉,三块瓦脸,勾脸,,黄色,,刀眉,尖眼窝,胆形,笑鼻窝,,,,,jpg,412,502,48.3,150,150,24,2020.1.5,,,,,
157,158,157,,祝龙,,将官类,净,武净,三打祝家庄,,水浒传,通用,中文,祝虎、祝彪,碎脸,勾脸,,绿色,,红黄眉,,胆形,碎鼻窝,火盆嘴,,,,jpg,412,502,45.7,150,150,24,2020.1.5,,,,,
158,159,158,,祝虎,,将官类,净,武净,三打祝家庄,,水浒传,通用,中文,祝龙、祝彪,碎脸,勾脸,,蓝色,,红黄眉,花眼窝,随意形,碎鼻窝,火盆嘴,,,,jpg,412,502,49.5,150,150,24,2020.1.5,,,,,
159,160,159,,栾廷玉,,英雄类,净,武净,石秀探庄,探庄射灯,水浒传,韩富信,中文,石秀,三块瓦脸,勾脸,,紫红色,,螳螂眉,大奸眼窝,如意钩形,尖鼻窝,,,,,jpg,412,502,41.8,150,150,24,2020.1.5,,,,,
160,161,160,,祝彪,,将官类,净,武净,三打祝家庄,,水浒传,通用,中文,祝龙、祝虎,歪脸,勾脸,,白色,,凝眉,鸟眼窝,线形,歪鼻窝,歪嘴,,,,jpg,412,502,36.2,150,150,24,2020.1.5,,,,,
161,162,161,,张顺,浪里白条,英雄类,净,武净,秦淮河,大嫖院、贪欢报,水浒传,范宝亭,中文,安道全,花三块瓦脸,勾脸,,白色,,钩眉,垂眼窝,线形,尖鼻窝,火盆嘴,,,,jpg,412,502,41.6,150,150,24,2020.1.5,,,范宝亭（1887年-1944年2月7日），北京人，著名京剧武净。科班出身，自幼坐科福寿班，和许德义同门。任荣春社教师、中华戏曲专科学校净行教师。范宝亭戏路极广，能演长靠戏、短打戏，经常参加名演员创演的新戏。范宝亭的跌打翻扑的特技功夫是无人与之匹敌的。他演戏不但应付自如，还发扬了他的革新精神。范宝亭有很多弟子，最知名的是刘奎官，厉慧良、景荣庆等也曾受教于他。,,
162,163,162,,徐士英,,英雄类,净,武净,艳阳楼,拿高登、大破仙人担,水浒传,钱宝森,中文,高登,碎脸,勾脸,,绿色,,刀眉,环眼窝,胆形,碎鼻窝,虎嘴,,,,jpg,412,502,48.2,150,150,24,2020.1.5,,,,,
163,164,163,,倪荣,,英雄类,净,武净,打渔杀家,庆顶珠、讨渔税,水浒后传,侯喜瑞,中文,萧恩,碎脸,勾脸,,绿色,,钩眉,环眼窝,胆形,碎鼻窝,,,,,jpg,412,502,48.1,150,150,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
164,165,164,,时迁,鼓上蚤,英雄类,丑,,雁翎甲,时迁盗甲,水浒传,王长林,中文,汤隆,筝形脸,勾脸,,,,,,,,,,,,jpg,412,502,38.2,150,150,24,2020.1.5,,,,,
165,166,165,,高登,,英雄类,净,武净,艳阳楼,拿高登、大破仙人担,水浒传,杨小楼,中文,徐士英,三块瓦脸,勾脸,,油白色,,螳螂眉,尖眼窝,随意形,尖鼻窝,,,,,jpg,412,502,40.6,150,150,24,2020.1.5,,,杨小楼（1878年-1938年），名三元，安徽怀宁人，京剧武生演员，有“武生宗师”的盛誉。自幼入小荣椿社学艺，工武生。十七岁出科后，拜俞菊笙为师，又得谭鑫培等名家指点。杨小楼嗓音清脆洪亮，唱念均遵“奎派”风范，咬字清楚真切，间有京音，行腔朴直无华。在艺术上继承家学，同时博采众长，逐渐形成独树一帜的“杨派”。武打步法准确灵敏，无空招废式，贴切地表现人物的性格，着力体现意境，追求神似，也即“武戏文唱”的杨派特点。,,
166,167,166,,董超,,,丑,,野猪林,英雄血泪图、山神庙,水浒传,,中文,,,,,,,,,,,,,,,jpg,412,502,45.2,150,150,24,2020.1.5,,,,,
167,168,167,,高俅,高太尉,将官类,净,副净,野猪林,英雄血泪图、山神庙,水浒传,侯喜瑞,中文,鲁智深,整脸,勾脸,,油白色,,本眉,奸眼窝,,尖鼻窝,,,,,jpg,412,502,37.9,150,150,24,2020.1.5,,,,,
168,169,168,,薛霸,,,丑,,野猪林,英雄血泪图、山神庙,水浒传,,中文,,,,,,,,,,,,,,,jpg,412,502,40.3,150,150,24,2020.1.5,,,,,
169,170,169,,哈迷蚩,,,丑,,潞安州,,,,中文,,,,,,,,,,,,,,,jpg,412,502,33.6,150,150,24,2020.1.5,,,,,
170,171,170,,金蝉子,,将官类,净,武净,锤震金蝉子,,说岳全传,,中文,,碎脸,勾法,,黑色、金色,,,,圆形,碎鼻窝,火盆嘴,,,,jpg,412,502,45.3,150,150,24,2020.1.5,,,,,
171,172,171,,柴桂,小梁王,将官类,净,武净,求贤鉴,枪挑小梁王、牟驼岗,说岳全传,,中文,,三块瓦脸,勾法,,白色,,刀眉,尖眼窝,立柱纹,尖鼻窝,,,,,jpg,412,502,38,150,150,24,2020.1.5,,,,,
172,173,172,,黑风利,,将官类,净,武净,挑滑车,挑华车、牛头山,说岳全传,杨春龙,中文,高宠,整脸,揉脸,,黑色,,本眉,,随意形,,,,,,jpg,412,502,34.1,150,150,24,2020.1.5,,,,,
173,174,173,,牛皋,,将官类,净,副净,藕塘关,飞虎梦、牛皋招亲,说岳全传,郝寿臣,中文,戚赛玉,十字门脸,勾脸,,黑色,,柳叶眉,环眼窝,立柱纹,笑鼻窝,,,,,jpg,412,502,39.4,150,150,24,2020.1.5,,,郝寿臣（1886年-1961年），著名京剧表演艺术家、教育家，工架子花脸。原籍河北香河，幼年随父迁京，从师吕福善、唐永常、朱子久、阎宝恒等学艺。郝寿臣融金秀山铜锤与黄润甫架子两家艺术于一炉，唱念上自成一格，创成被誉为“架子花脸铜锤唱”的郝派艺术。他以气魄取胜，唱念韵味浑厚，工架凝练，表演浑然一体。他艺术态度严谨，善于刻画人物，数十年艺术生涯中，在220余个剧目中扮演过160多个主要和次要角色。与侯喜瑞、金少山并称“净行三杰”。,,
174,175,174,,何元庆,,将官类,净,武净,八大锤,断臂说书、车轮大战、朱仙镇、牛头山,说岳全传,高雪樵,中文,狄雷,花三块瓦脸,勾脸,,红色,,钩眉,垂眼窝,胆形,碎鼻窝,吊死鬼嘴,,,,jpg,412,502,48.8,150,150,24,2020.1.5,,,高雪樵（1912年-1978年），河北武清人，京剧武生。自幼随父高俊亭、兄高月秋在北京学京剧武生，随父兄到东北沈阳等地搭班演出。20世纪30年代初搭班去海参崴演出，颇受欢迎。又到上海，在天蟾逸夫舞台、黄金大戏院、中国大戏院搭班演出。20世纪40年代后期自己挑梁组班。高雪樵博采众家之长，艺术日益精进。,,
175,176,175,,狄雷,,将官类,净,武净,八大锤,断臂说书、车轮大战、朱仙镇、牛头山,说岳全传,侯喜瑞,中文,何元庆,碎脸,勾脸,,黑色,,红黄眉,,胆形,碎鼻窝,虎嘴,,,,jpg,412,502,43.7,150,150,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
176,177,176,,兀术,金兀术,将官类,净,武净,八大锤,断臂说书、车轮大战、朱仙镇、牛头山,说岳全传,钱金福,中文,陆文龙,三块瓦脸,勾脸,,金色,,,,圆形,碎鼻窝,火盆嘴,,,,jpg,412,502,44.8,150,150,24,2020.1.5,,,,,
177,178,177,,李庭芝,,将官类,净,副净,正气歌,,,郝寿臣,中文,文天祥,元宝脸,勾脸,,红色,,红色眉,垂眼窝,胆形,满鼻窝,,,,,jpg,412,502,36.9,150,150,24,2020.1.5,,,郝寿臣（1886年-1961年），著名京剧表演艺术家、教育家，工架子花脸。原籍河北香河，幼年随父迁京，从师吕福善、唐永常、朱子久、阎宝恒等学艺。郝寿臣融金秀山铜锤与黄润甫架子两家艺术于一炉，唱念上自成一格，创成被誉为“架子花脸铜锤唱”的郝派艺术。他以气魄取胜，唱念韵味浑厚，工架凝练，表演浑然一体。他艺术态度严谨，善于刻画人物，数十年艺术生涯中，在220余个剧目中扮演过160多个主要和次要角色。与侯喜瑞、金少山并称“净行三杰”。,,
178,179,178,,金眼僧,,将官类,净,武净,二龙山,,水浒传,通用,中文,银眼僧,僧道脸,勾脸,,红色,,螳螂眉,腰子眼窝,舍利子形,碎鼻窝,,,,,jpg,412,502,41.4,150,150,24,2020.1.5,,,,,
179,180,179,,伯颜,,将官类,净,副净,正气歌,,,周信芳,中文,文天祥,花三块瓦脸,勾脸,,灰色,,奸眉,大奸眼窝,随意形,尖鼻窝,,,,,jpg,412,502,36.2,150,150,24,2020.1.5,,,,,
180,181,180,,银眼僧,,将官类,净,武净,二龙山,,水浒传,通用,中文,金眼僧,僧道脸,勾脸,,蓝色,,钩眉,腰子眼窝,舍利子形,碎鼻窝,火盆嘴,,,,jpg,412,502,43.3,150,150,24,2020.1.5,,,,,
181,182,181,,沐英,,将官类,净,武净,取金陵,凤吉公主,明英烈,钱金福,中文,赤福寿,三块瓦脸,勾脸,,黄色,,刀眉,花眼窝,如意钩形,碎鼻窝,火盆嘴,,,,jpg,412,502,46.3,150,150,24,2020.1.5,,,,,
182,183,182,,徐延昭,,将官类,净,正净,大保国,大探二、龙凤阁,,郝寿臣,中文,杨波,六分脸,勾脸,,红色,,点眉,,立柱纹,,,,,,jpg,412,502,33.7,150,150,24,2020.1.5,,,郝寿臣（1886年-1961年），著名京剧表演艺术家、教育家，工架子花脸。原籍河北香河，幼年随父迁京，从师吕福善、唐永常、朱子久、阎宝恒等学艺。郝寿臣融金秀山铜锤与黄润甫架子两家艺术于一炉，唱念上自成一格，创成被誉为“架子花脸铜锤唱”的郝派艺术。他以气魄取胜，唱念韵味浑厚，工架凝练，表演浑然一体。他艺术态度严谨，善于刻画人物，数十年艺术生涯中，在220余个剧目中扮演过160多个主要和次要角色。与侯喜瑞、金少山并称“净行三杰”。,,
183,184,183,,蒋忠,,将官类,净,武净,百凉楼,火烧百凉楼、兴隆会、乱石山、常遇春救驾,明英烈,殷斌奎,中文,朱元璋,碎脸,勾脸,,黑色,,红色眉,花眼窝,钱形,碎鼻窝,,,,,jpg,412,502,41.8,150,150,24,2020.1.5,,,,,
184,185,184,,赤福寿,,将官类,净,副净,取金陵,凤吉公主,明英烈,钱金福,中文,沐英,三块瓦脸,勾脸,,红色,,刀眉,尖眼窝,线形,尖鼻窝,,,,,jpg,412,502,36.7,150,150,24,2020.1.5,,,,,
185,186,185,,完颜龙,,将官类,净,武净,串龙珠,反徐州、五红图、徐州堂、徐州革命,,郝寿臣,中文,完颜图,碎脸,勾脸,,红色,,奸眉,花眼窝,蝙蝠形,碎鼻窝,,,,,jpg,412,502,44.6,150,150,24,2020.1.5,,,郝寿臣（1886年-1961年），著名京剧表演艺术家、教育家，工架子花脸。原籍河北香河，幼年随父迁京，从师吕福善、唐永常、朱子久、阎宝恒等学艺。郝寿臣融金秀山铜锤与黄润甫架子两家艺术于一炉，唱念上自成一格，创成被誉为“架子花脸铜锤唱”的郝派艺术。他以气魄取胜，唱念韵味浑厚，工架凝练，表演浑然一体。他艺术态度严谨，善于刻画人物，数十年艺术生涯中，在220余个剧目中扮演过160多个主要和次要角色。与侯喜瑞、金少山并称“净行三杰”。,,
186,187,186,,娄阿鼠,,,丑,,十五贯,,,,中文,,,,,,,,,,,,,,,jpg,412,502,34,150,150,24,2020.1.5,,,,,
187,188,187,,颜佩韦,,英雄类,净,副净,五人义,反苏州、看看苏州人、倒精忠,精忠谱,刘砚亭,中文,毛一鹭,三块瓦脸,勾脸,,白色,,刀眉,直眼窝,锥形,卷鼻窝,,,,,jpg,412,502,35.4,150,150,24,2020.1.5,,,刘砚亭(1891-1965)，北京人，优秀的京剧武净演员，京剧老生刘砚芳之兄。15岁时，入平科班坐科，学习京剧花脸，至21岁出科。出科后，随杨小楼演出，多饰演配角，逐渐声名鹊起。刘砚亭师承钱金福先生，极大的继承了许多优秀的钱派剧目，凭借着极高的艺术天赋和浓厚的嗓音，得到了京剧同行的广泛认可。刘砚亭为人尊师重道，代替年事已高的钱金福演出大量优秀的作品。,,
188,189,188,,花云母,,平民类,旦,老旦,串龙珠,反徐州、五红图、徐州堂、徐州革命,,,中文,,,,,,,本眉,,,,元宝嘴,,,,jpg,412,502,41.7,150,150,24,2020.1.5,,,,,
189,190,189,,李七,,英雄类,净,副净,李七长亭,审李七、白绫记、赛太岁、碧阳湖,,郝寿臣,中文,王良,歪脸,勾脸,,黑色,,刀眉,直眼窝,疤痕形,歪鼻窝,,,,,jpg,412,502,45,150,150,24,2020.1.5,,,郝寿臣（1886年-1961年），著名京剧表演艺术家、教育家，工架子花脸。原籍河北香河，幼年随父迁京，从师吕福善、唐永常、朱子久、阎宝恒等学艺。郝寿臣融金秀山铜锤与黄润甫架子两家艺术于一炉，唱念上自成一格，创成被誉为“架子花脸铜锤唱”的郝派艺术。他以气魄取胜，唱念韵味浑厚，工架凝练，表演浑然一体。他艺术态度严谨，善于刻画人物，数十年艺术生涯中，在220余个剧目中扮演过160多个主要和次要角色。与侯喜瑞、金少山并称“净行三杰”。,,
190,191,190,,贾桂,,将官类,丑,武丑,法门寺,双姣奇缘、郿坞县、朱砂井,,茹富蕙,中文,,窝头脸,勾脸,,,,随意眉,,,,撇嘴,,,,jpg,412,502,31.3,150,150,24,2020.1.5,,,,,
191,192,191,,刘彪,,平民类,净,副净,法门寺,双姣奇缘、郿坞县、朱砂井,,侯喜瑞,中文,刘瑾,元宝类,勾脸,,,,凝眉,鸟眼窝,随意形,歪鼻窝,,,,,jpg,412,502,37.6,150,150,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
192,193,192,,刘瑾,,将官类,净,副净,法门寺,双姣奇缘、郿坞县、朱砂井,,钱金福,中文,刘彪,太监脸,勾脸,,红色,,柳叶眉,尖眼窝,圆形,,菱角嘴,,,,jpg,412,502,39.7,150,150,24,2020.1.5,,,,,
193,194,193,,刘禄敬,,,丑,,小上坟,,,,中文,,,,,,,,,,,,,,,jpg,412,502,35.5,150,150,24,2020.1.5,,,,,
194,195,194,,沈燕林,,,丑,,玉堂春,,,,中文,,,,,,,,,,,,,,,jpg,412,502,36.2,150,150,24,2020.1.5,,,,,
195,196,195,,本无,,,丑,,思凡下山,,,,中文,,,,,,,,,,,,,,,jpg,412,502,34.1,150,150,24,2020.1.5,,,,,
196,197,196,,德禄,,,丑,,御碑亭,,,,中文,,,,,,,,,,,,,,,jpg,412,502,32.8,150,150,24,2020.1.5,,,,,
197,198,197,,刘宗敏,,将官类,净,武净,闯王旗,,李自成,马连良,中文,郝摇旗,三块瓦脸,勾脸,,红色,,刀眉,垂眼窝,胆形,卷鼻窝,,,,,jpg,412,502,41,150,150,24,2020.1.5,,,,,
198,199,198,,崇公道,,,丑,,女起解,,,,中文,,,,,,,,,,,,,,,jpg,412,502,36.8,150,150,24,2020.1.5,,,,,
199,200,199,,郝摇旗,郝永忠,将官类,净,武净,闯王旗,,李自成,袁世海,中文,刘宗敏,整脸,抹脸,,红色,,直眉,垂眼窝,线形,满鼻窝,,,,,jpg,412,502,40.3,150,150,24,2020.1.5,,,,,
200,201,200,,夏副将,,将官类,净,武净,白水滩,捉拿青面虎,通天犀传奇,侯喜瑞,中文,青面虎,三块瓦脸,勾脸,,白色,,刀眉,大奸眼窝,如意钩形,尖鼻窝,,,,,jpg,412,502,34.4,150,150,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
201,202,201,,贺天龙,,将官类,净,武净,连环套,盗御马,施公案,刘砚亭,中文,贺天彪,三块瓦脸,勾脸,,紫红色,,刀眉,尖眼窝,螺形,尖鼻窝,,,,,jpg,412,502,39.1,150,150,24,2020.1.5,,,刘砚亭(1891-1965)，北京人，优秀的京剧武净演员，京剧老生刘砚芳之兄。15岁时，入平科班坐科，学习京剧花脸，至21岁出科。出科后，随杨小楼演出，多饰演配角，逐渐声名鹊起。刘砚亭师承钱金福先生，极大的继承了许多优秀的钱派剧目，凭借着极高的艺术天赋和浓厚的嗓音，得到了京剧同行的广泛认可。刘砚亭为人尊师重道，代替年事已高的钱金福演出大量优秀的作品。,,
202,203,202,,贺天彪,,将官类,净,武净,连环套,盗御马,施公案,刘砚亭,中文,贺天龙,碎脸,勾脸,,绿色,,红黄眉,,,碎鼻窝,火盆嘴,,,,jpg,412,502,43.4,150,150,24,2020.1.5,,,刘砚亭(1891-1965)，北京人，优秀的京剧武净演员，京剧老生刘砚芳之兄。15岁时，入平科班坐科，学习京剧花脸，至21岁出科。出科后，随杨小楼演出，多饰演配角，逐渐声名鹊起。刘砚亭师承钱金福先生，极大的继承了许多优秀的钱派剧目，凭借着极高的艺术天赋和浓厚的嗓音，得到了京剧同行的广泛认可。刘砚亭为人尊师重道，代替年事已高的钱金福演出大量优秀的作品。,,
203,204,203,,窦尔敦,铁罗汉,英雄类,净,副净,连环套,盗御马,施公案,裘盛戎,中文,巴永泰,花三块瓦脸,勾脸,,蓝色,,钩眉,垂眼窝,胆形,碎鼻窝,,,,,jpg,412,502,45.1,150,150,24,2020.1.5,,,,,
204,205,204,,郝文僧,,英雄类,净,武净,东昌府,拿郝文僧,施公案,侯喜瑞,中文,施世纶,僧道脸,勾脸,,白色,,蝙蝠眉,腰子眼窝,舍利子形,,吊死鬼嘴,,,,jpg,412,502,39.1,150,150,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
205,206,205,,谢虎,一枝桃,英雄类,净,武净,鄚州庙,拿谢虎，访拿一枝桃,施公案,韩乐卿,中文,黄天霸,花三块瓦脸,勾脸,,蓝色,,柳叶眉,大奸眼窝,桃形,尖鼻窝,虎嘴,,,,jpg,412,502,40.5,150,150,24,2020.1.5,,,,,
206,207,206,,金大力,,将官类,净,武净,叭蜡庙,招贤镇、水龙窝、拿费德功,施公案,金少山,中文,王殿臣,整脸,揉脸,,红色,,本眉,,随意形,,,,,,jpg,412,502,36.5,150,150,24,2020.1.5,,,金少山（1890年-1948年8月13日），一说作仲义，又名少山。满族，北京人，京剧净行演员，京剧名净金秀山三子。幼年从父学艺，工铜锤花脸，兼宗何桂山。同时，他从韩乐卿习练武功把子，后拜德珺如为师学架子花脸戏。由于金少山学艺众多，天赋优厚，声音洪亮，在方方面面皆都具备，其艺术风格已经不仅限于父亲金秀山的“金派”范围。他通过发挥自身条件，将净角艺术提高到一个新的高度，形成了自己的流派“新金派”。,,
207,208,207,,朱光祖,,将官类,丑,武丑,连环套,盗御马,施公案,王福山,中文,,枣核脸,勾脸,,,,,,,,,,,,jpg,412,502,33.6,150,150,24,2020.1.5,,,,,
208,209,208,,濮大勇,,英雄类,净,武净,九龙杯,贺龙衣、庆贺黄马褂、紫霞庄,彭公案,通用,中文,黄三泰,碎脸,勾脸,,红色,,花眉,花眼窝,如意钩形,碎鼻窝,,,,,jpg,412,502,42,150,150,24,2020.1.5,,,,,
209,210,209,,黄三泰,黄三太,英雄类,净,武净,九龙杯,贺龙衣、庆贺黄马褂、紫霞庄,彭公案,尚和玉,中文,濮大勇,三块瓦脸,勾脸,,粉色,,钩眉,老眼窝,蝙蝠形,灰鼻窝,,,,,jpg,412,502,37,150,150,24,2020.1.5,,,,,
210,211,210,,何路通,,英雄类,净,武净,落马湖,望江居、拿李佩,施公案,范宝亭,中文,李佩,碎脸,勾脸,,黄色,,刀眉,,随意形,碎鼻窝,,,,,jpg,412,502,44,150,150,24,2020.1.5,,,范宝亭（1887年-1944年2月7日），北京人，著名京剧武净。科班出身，自幼坐科福寿班，和许德义同门。任荣春社教师、中华戏曲专科学校净行教师。范宝亭戏路极广，能演长靠戏、短打戏，经常参加名演员创演的新戏。范宝亭的跌打翻扑的特技功夫是无人与之匹敌的。他演戏不但应付自如，还发扬了他的革新精神。范宝亭有很多弟子，最知名的是刘奎官，厉慧良、景荣庆等也曾受教于他。,,
211,212,211,,黄隆基,,英雄类,净,武净,霸王庄,英雄反正、拿黄隆基,施公案,钱金福,中文,罗四虎,花三块瓦脸,勾脸,,蓝色,,钩眉,花眼窝,胆形,碎鼻窝,,,,,jpg,412,502,45.5,150,150,24,2020.1.5,,,,,
212,213,212,,巴永泰,,将官类,净,武净,连环套,盗御马,施公案,通用,中文,窦尔敦,三块瓦脸,勾脸,,红色,,刀眉,直眼窝,圆形,满鼻窝,,,,,jpg,412,502,37.2,150,150,24,2020.1.5,,,,,
213,214,213,,焦振远,,英雄类,净,武净,剑峰山,拿焦振远、五老会、五鬼一条龙,彭公案,裘盛戎,中文,张耀宗,三块瓦脸,勾脸,,蓝色,,螳螂眉,老眼窝,随意形,尖鼻窝,,,,,jpg,412,502,41,150,150,24,2020.1.5,,,,,
214,215,214,,花德雷,,英雄类,净,武净,溪皇庄,大溪皇庄 、拿花德雷,彭公案,侯喜瑞,中文,彭鹏,三块瓦脸,勾脸,,白色,,凝眉,环眼窝,蝙蝠形,笑鼻窝,,,,,jpg,412,502,53.2,150,150,24,2020.1.5,,此剧见《彭公案》第八十八至九十三回。传统京剧剧目，该剧剧情：溪皇庄土豪花德雷与采花蜂尹亮为友，采花害命。彭朋私访，为花识破，押禁土牢。徐胜、刘芳四处寻访，遇镖客诸彪及贾亮，定计各携妻女，乔装卖艺人，乘花庆寿时混入，救出彭朋，力擒花德雷。,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
215,216,215,,武天虬,,英雄类,净,武净,恶虎村,江都县、三义绝交、三雄绝义,施公案,许德义,中文,濮天雕,花三块瓦脸,勾脸,,绿色,,钩眉,花眼窝,如意钩形,碎鼻窝,,,,,jpg,412,502,41.5,150,150,24,2020.1.5,,,许德义（1886年-1944年），名全增，北京人，京剧武净演员。其父为“奎派”老生许荫棠。自幼坐科福寿科班，工武净，拜前辈武净范福泰为师，与范福泰之子范宝亭是师兄弟。出科后，他为杨小楼的得力配角。许德义武功基础磁实，长靠短打皆精，以勇猛见长，英气勃勃，颇有大将风度。其为人直爽性格倔强，对艺术极端负责，台上从不懈怠，全力以赴。如有演出瑕疵，都会引起他深深的自责，“许德义自责”逐渐传为梨园佳话。,,
216,217,216,,李佩,,英雄类,净,武净,落马湖,望江居、拿李佩,施公案,钱金福,中文,何路通,三块瓦脸,勾脸,,紫红色,,奸眉,尖眼窝,圆形,卷鼻窝,,,,,jpg,412,502,35.6,150,150,24,2020.1.5,,,,,
217,218,217,,蔡天化,,英雄类,净,武净,淮安府,拿蔡天化、双盗印、北极观,施公案,侯喜瑞,中文,黄天霸,僧道脸,勾脸,,油白色,,棒槌眉,尖眼窝,舍利子形,笑鼻窝,,,,,jpg,412,502,35.6,150,150,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
218,219,218,,邓九公,邓总兵,英雄类,净,副净,十三妹,悦来店,儿女英雄传,郝寿臣,中文,何玉凤,三块瓦脸,勾脸,,粉红色,,直眉,老眼窝,,满鼻窝,,,,,jpg,412,502,32.6,150,150,24,2020.1.5,,,郝寿臣（1886年-1961年），著名京剧表演艺术家、教育家，工架子花脸。原籍河北香河，幼年随父迁京，从师吕福善、唐永常、朱子久、阎宝恒等学艺。郝寿臣融金秀山铜锤与黄润甫架子两家艺术于一炉，唱念上自成一格，创成被誉为“架子花脸铜锤唱”的郝派艺术。他以气魄取胜，唱念韵味浑厚，工架凝练，表演浑然一体。他艺术态度严谨，善于刻画人物，数十年艺术生涯中，在220余个剧目中扮演过160多个主要和次要角色。与侯喜瑞、金少山并称“净行三杰”。,,
